Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Cancelled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Ratings,Payment_Method
2026-01-31,23:45:34,CNR3941263430,Success,CUS36810,Bike,Sitapura,Raja Park,8.75,9.63,0,0,0,,312,6.03,3.62,4.5,Credit Card
2026-01-31,13:03:03,CNR2047016666,Success,CUS67194,Cab Priority,MI Road,Jhotwara,4.69,11.14,0,0,0,,400,11.26,4.01,3.72,Debit Card
2026-01-21,05:36:50,CNR1736709509,Incomplete,CUS97902,Cab Premium,VKI Area,Tonk Road,,,0,0,1,Vehicle Breakdown,552,,,,Wallet
2026-01-09,01:28:47,CNR2736207713,Cancelled by Driver,CUS61027,Cab XL,Murlipura,JLN Marg,,,0,1,0,,395,,,,Wallet
2026-01-18,05:58:25,CNR4658974785,Success,CUS61689,Cab Premium,Malviya Nagar,Ajmer Road,6.96,14.8,0,0,0,,412,17.04,4.64,4.95,Debit Card
2026-01-07,22:44:36,CNR6797382896,Success,CUS43591,Cab Premium,Adarsh Nagar,Pratap Nagar,7.69,5.3,0,0,0,,669,5.16,4.95,4.98,Credit Card
2026-01-25,05:18:08,CNR3384319538,Success,CUS94811,Bike,Hasanpura,Ajmer Road,3.85,8.82,0,0,0,,479,3.4,4.41,4.88,Cash
2026-01-07,03:28:20,CNR2857925656,Cancelled by Customer,CUS84743,Cab XL,Jawahar Nagar,Raja Park,,,1,0,0,,963,,,,Wallet
2026-01-29,10:30:50,CNR9823234399,Cancelled by Driver,CUS97036,Cab Economy,Pratap Nagar,Bapu Nagar,,,0,1,0,,195,,,,Net Banking
2026-01-16,23:54:25,CNR6549291440,Success,CUS60694,Cab Premium,Tilak Nagar,Gopalpura,7.3,3.01,0,0,0,,470,2.76,3.91,3.87,Wallet
2026-01-17,05:06:26,CNR3012685942,Success,CUS69824,Cab XL,Barkat Nagar,Brahmpuri,9.81,7.03,0,0,0,,420,9.91,4.03,4.72,Credit Card
2026-01-18,21:20:40,CNR2409033465,Success,CUS81720,Cab Economy,Gopalpura,Amer,5.11,11.63,0,0,0,,95,16.69,4.76,4.98,Debit Card
2026-01-07,03:48:48,CNR1686572841,Cancelled by Driver,CUS36601,Cab Premium,Hasanpura,Shyam Nagar,,,0,1,0,,383,,,,Cash
2026-01-04,08:44:11,CNR2678207686,Success,CUS86388,Bike,Brahmpuri,VKI Area,5.03,5.78,0,0,0,,237,9.25,4.22,4.96,UPI
2026-01-21,12:59:20,CNR2871971495,Cancelled by Driver,CUS66117,Bike,Govindpuri,Mansarovar,,,0,1,0,,930,,,,Cash
2026-01-16,09:49:53,CNR7983040995,Incomplete,CUS31012,Cab Economy,Nirman Nagar,Shyam Nagar,,,0,0,1,Other Issue,349,,,,Debit Card
2026-01-17,12:09:42,CNR2821755565,Cancelled by Customer,CUS14204,Cab Priority,Vidhyadhar Nagar,Raja Park,,,1,0,0,,242,,,,Net Banking
2026-01-24,00:01:52,CNR8454859992,Cancelled by Customer,CUS25366,Cab Priority,Durgapura,Brahmpuri,,,1,0,0,,80,,,,Credit Card
2026-01-12,04:26:18,CNR4572884165,Success,CUS26295,Auto,Durgapura,Sindhi Camp,8.35,7.27,0,0,0,,215,3.12,4.77,4.98,Cash
2026-01-01,14:44:50,CNR8949080466,Success,CUS91735,Cab Economy,Nirman Nagar,Adarsh Nagar,5.99,10.17,0,0,0,,488,5.57,3.74,3.9,Net Banking
2026-01-29,00:15:16,CNR4803732008,Success,CUS72054,Cab Premium,Brahmpuri,Barkat Nagar,2.14,7.88,0,0,0,,317,3.51,3.95,4.06,Net Banking
2026-01-25,19:17:04,CNR5091850061,Success,CUS99232,Cab Economy,Hasanpura,Nirman Nagar,2.58,4.26,0,0,0,,469,15.71,3.94,3.65,Wallet
2026-01-27,14:38:00,CNR6369084207,Success,CUS15468,Bike,Mahesh Nagar,Transport Nagar,5.23,7.22,0,0,0,,147,6.37,4.72,4.53,Net Banking
2026-01-05,09:44:27,CNR1791728539,Success,CUS55000,Cab XL,Patrakar Colony,Kalwar Road,6.78,13.0,0,0,0,,132,5.67,3.89,4.63,Cash
2026-01-19,15:24:18,CNR7945934801,Cancelled by Driver,CUS22905,Cab Priority,Chitrakoot,Sanganer,,,0,1,0,,441,,,,Wallet
2026-01-26,23:57:24,CNR4690276311,Cancelled by Driver,CUS66626,Bike,Tilak Nagar,Sawai Ram Singh Road,,,0,1,0,,293,,,,Debit Card
2026-01-03,03:16:02,CNR2565882701,Success,CUS64096,Cab Premium,Amer,Jagatpura,2.74,6.19,0,0,0,,444,10.77,3.9,4.45,Debit Card
2026-01-15,05:22:13,CNR6464797594,Success,CUS85937,Cab Economy,Chandpole,Vaishali Nagar,8.22,11.43,0,0,0,,717,14.76,4.76,3.53,Net Banking
2026-01-30,12:09:16,CNR7927959109,Success,CUS25860,Cab Premium,Kalwar Road,Transport Nagar,4.45,5.85,0,0,0,,1000,13.0,3.68,4.96,Debit Card
2026-01-13,10:44:49,CNR4898226502,Success,CUS81658,Cab Premium,Ramganj,Raja Park,7.36,14.03,0,0,0,,270,6.41,4.8,4.17,Credit Card
2026-01-25,09:40:02,CNR2427082355,Cancelled by Driver,CUS68159,Cab Priority,Triveni Nagar,Ajmer Road,,,0,1,0,,186,,,,Debit Card
2026-01-25,02:02:21,CNR8623350882,Cancelled by Customer,CUS60249,Cab XL,Ramganj,C-Scheme,,,1,0,0,,239,,,,Cash
2026-01-15,19:31:35,CNR2113729602,Success,CUS58922,Cab Premium,Patrakar Colony,Govindpuri,3.1,11.31,0,0,0,,1274,11.11,3.66,4.58,UPI
2026-01-01,10:54:44,CNR9064427714,Success,CUS74304,Bike,MI Road,Chitrakoot,4.55,4.22,0,0,0,,171,2.69,4.85,3.98,Credit Card
2026-01-30,16:47:34,CNR1042018441,Success,CUS45098,Cab XL,Amer,Vaishali Nagar,10.43,5.13,0,0,0,,139,1.87,4.8,4.48,Wallet
2026-01-21,19:31:36,CNR3041332105,Incomplete,CUS59376,Bike,Nirman Nagar,Raja Park,,,0,0,1,Customer Demand,180,,,,Debit Card
2026-01-07,12:55:58,CNR7667258564,Cancelled by Driver,CUS73873,Bike,Lal Kothi,Patrakar Colony,,,0,1,0,,381,,,,Cash
2026-01-23,09:34:24,CNR2490672923,Success,CUS19235,Cab Premium,Brahmpuri,Bapu Nagar,11.65,3.24,0,0,0,,437,16.3,3.72,4.99,Credit Card
2026-01-25,05:07:45,CNR6907271038,Success,CUS72895,Bike,Tonk Road,VKI Area,2.88,11.21,0,0,0,,299,17.16,4.84,4.47,UPI
2026-01-29,19:23:30,CNR5934838454,Success,CUS54258,Cab Premium,Kalwar Road,Murlipura,2.86,6.33,0,0,0,,221,10.12,4.85,4.68,UPI
2026-01-27,01:34:35,CNR7497208938,Success,CUS31303,Auto,C-Scheme,Gopalpura,7.85,11.96,0,0,0,,380,1.62,3.98,3.93,Wallet
2026-01-14,12:27:51,CNR9695057586,Success,CUS48758,Cab Priority,Ramganj,Ramganj,7.65,6.88,0,0,0,,545,12.3,4.41,4.65,Net Banking
2026-01-12,12:13:59,CNR6193359110,Incomplete,CUS12909,Cab Premium,Kalwar Road,Mahesh Nagar,,,0,0,1,Other Issue,371,,,,Credit Card
2026-01-29,00:15:02,CNR6862232298,Cancelled by Customer,CUS20299,Cab XL,Tonk Road,Subhash Chowk,,,1,0,0,,191,,,,Debit Card
2026-01-07,20:00:14,CNR4517474832,Success,CUS23424,Auto,Govindpuri,Shastri Nagar,5.38,12.97,0,0,0,,668,12.3,4.7,4.28,Cash
2026-01-17,16:01:19,CNR4857418956,Incomplete,CUS47210,Cab Priority,MI Road,Durgapura,,,0,0,1,Customer Demand,922,,,,Net Banking
2026-01-31,01:15:41,CNR6667068214,Success,CUS57044,Cab XL,Ramganj,Narayan Singh Circle,4.11,14.63,0,0,0,,82,1.92,4.9,4.56,Net Banking
2026-01-23,00:38:05,CNR1875094390,Success,CUS11826,Cab Premium,Pratap Nagar,Lal Kothi,2.03,11.53,0,0,0,,647,2.94,4.43,5.0,Cash
2026-01-22,12:53:53,CNR6970493190,Cancelled by Driver,CUS60710,Cab XL,Durgapura,JLN Marg,,,0,1,0,,387,,,,Net Banking
2026-01-06,01:25:36,CNR2836030657,Success,CUS61316,Cab Priority,Sindhi Camp,Jhotwara,10.0,11.29,0,0,0,,365,11.36,3.75,4.94,Credit Card
2026-01-25,07:03:14,CNR4100892841,Incomplete,CUS62258,Cab Economy,Adarsh Nagar,Civil Lines,,,0,0,1,Other Issue,118,,,,Debit Card
2026-01-16,02:22:16,CNR8056788967,Success,CUS28615,Cab Premium,Gopalpura,Ghat Gate,4.93,14.57,0,0,0,,448,3.51,4.07,4.7,Net Banking
2026-01-29,03:02:12,CNR3487740853,Success,CUS25023,Cab Premium,Chitrakoot,Malviya Nagar,7.49,7.84,0,0,0,,358,6.72,4.43,3.6,Debit Card
2026-01-08,17:51:23,CNR4053938066,Success,CUS38223,Bike,Patrakar Colony,Malviya Nagar,2.25,4.83,0,0,0,,451,12.07,4.27,4.19,Credit Card
2026-01-09,21:10:09,CNR6897390445,Cancelled by Driver,CUS66448,Cab Premium,Jhotwara,Gopalpura,,,0,1,0,,344,,,,Debit Card
2026-01-07,07:56:43,CNR5215847065,Cancelled by Customer,CUS51542,Cab Priority,Mansarovar,Shastri Nagar,,,1,0,0,,342,,,,Net Banking
2026-01-11,13:50:42,CNR6689141894,Success,CUS91245,Bike,Kalwar Road,Shastri Nagar,8.04,7.05,0,0,0,,517,16.88,3.78,4.65,Credit Card
2026-01-16,23:25:14,CNR2084897722,Cancelled by Driver,CUS87932,Cab XL,Nirman Nagar,Kukas,,,0,1,0,,539,,,,Wallet
2026-01-22,08:30:38,CNR2987338089,Cancelled by Driver,CUS37327,Auto,Narayan Singh Circle,Triveni Nagar,,,0,1,0,,442,,,,Debit Card
2026-01-18,20:57:54,CNR7823137081,Success,CUS95262,Cab Priority,Nirman Nagar,Patrakar Colony,6.76,12.04,0,0,0,,871,16.66,3.6,4.73,Credit Card
2026-01-26,04:02:07,CNR5097213105,Success,CUS45544,Cab XL,VKI Area,Durgapura,6.05,9.72,0,0,0,,146,9.41,4.41,3.64,Cash
2026-01-18,19:13:16,CNR5540293033,Incomplete,CUS85387,Cab Economy,Ramganj,Malviya Nagar,,,0,0,1,Customer Demand,90,,,,Cash
2026-01-23,21:36:31,CNR2810793434,Success,CUS88833,Auto,Bani Park,Tilak Nagar,2.07,6.22,0,0,0,,628,17.61,3.77,4.67,Wallet
2026-01-27,17:37:21,CNR8899595228,Cancelled by Driver,CUS29131,Auto,JLN Marg,MI Road,,,0,1,0,,1077,,,,Wallet
2026-01-24,13:08:15,CNR4771548069,Success,CUS42277,Bike,Barkat Nagar,Kukas,3.19,9.02,0,0,0,,281,5.92,4.39,4.31,UPI
2026-01-07,20:05:23,CNR8994440126,Success,CUS38263,Cab XL,Mahesh Nagar,Mansarovar,5.68,8.02,0,0,0,,252,6.67,4.44,3.5,Cash
2026-01-31,01:55:12,CNR1461783975,Success,CUS71599,Auto,Ramganj,Pratap Nagar,11.06,11.96,0,0,0,,105,3.34,4.61,4.08,Net Banking
2026-01-27,00:19:20,CNR4745033672,Success,CUS78114,Cab Priority,MI Road,Adarsh Nagar,4.57,14.85,0,0,0,,267,5.07,3.5,4.72,Wallet
2026-01-17,21:50:03,CNR4543461080,Success,CUS87323,Cab Priority,Sindhi Camp,Tonk Road,8.24,7.32,0,0,0,,247,13.35,4.03,4.52,Cash
2026-01-20,19:00:38,CNR7089581594,Cancelled by Driver,CUS85931,Cab Priority,Sitapura,C-Scheme,,,0,1,0,,487,,,,Wallet
2026-01-27,08:41:47,CNR2895504135,Cancelled by Customer,CUS37805,Cab Economy,Transport Nagar,Ajmer Road,,,1,0,0,,287,,,,Wallet
2026-01-13,23:47:25,CNR9935888522,Success,CUS33716,Bike,Vaishali Nagar,Ghat Gate,9.46,14.36,0,0,0,,341,12.01,4.47,3.91,Credit Card
2026-01-29,11:47:08,CNR7336103648,Cancelled by Driver,CUS14759,Auto,Malviya Nagar,Chitrakoot,,,0,1,0,,880,,,,UPI
2026-01-04,21:10:53,CNR9921568314,Success,CUS47378,Cab XL,Triveni Nagar,Pratap Nagar,8.13,5.78,0,0,0,,161,14.85,3.99,4.67,UPI
2026-01-14,08:10:39,CNR3664335187,Cancelled by Customer,CUS53908,Cab Priority,Vidhyadhar Nagar,Khatipura,,,1,0,0,,111,,,,Wallet
2026-01-17,03:40:43,CNR4543123650,Incomplete,CUS20607,Cab XL,Sanganer,Vidhyadhar Nagar,,,0,0,1,Other Issue,427,,,,Debit Card
2026-01-19,23:40:42,CNR8581399581,Cancelled by Customer,CUS74562,Bike,Jawahar Nagar,Sanganer,,,1,0,0,,390,,,,Debit Card
2026-01-18,02:29:16,CNR1870661483,Cancelled by Customer,CUS31510,Auto,Kalwar Road,Bapu Nagar,,,1,0,0,,108,,,,Credit Card
2026-01-25,23:24:05,CNR2127954780,Success,CUS90794,Cab XL,Mansarovar,Sitapura,10.7,10.26,0,0,0,,169,16.43,4.82,4.76,UPI
2026-01-26,01:26:56,CNR7934895661,Incomplete,CUS97369,Bike,Ajmer Road,Murlipura,,,0,0,1,Customer Demand,165,,,,UPI
2026-01-05,21:33:27,CNR8363128272,Success,CUS23554,Cab Economy,Subhash Chowk,Amer,8.94,6.45,0,0,0,,272,5.99,4.26,3.53,UPI
2026-01-14,15:29:26,CNR7624400056,Success,CUS40060,Bike,Tonk Road,Vaishali Nagar,8.52,8.67,0,0,0,,981,4.53,3.87,3.76,Net Banking
2026-01-26,22:07:25,CNR4680300805,Success,CUS85286,Cab XL,Civil Lines,Sitapura,7.87,10.0,0,0,0,,490,4.41,3.65,4.03,Net Banking
2026-01-08,16:17:49,CNR9123936446,Success,CUS25501,Cab Priority,Subhash Chowk,Vaishali Nagar,10.05,7.84,0,0,0,,437,5.86,4.75,4.27,Credit Card
2026-01-02,19:50:11,CNR6107753972,Success,CUS25908,Bike,MI Road,Sindhi Camp,9.42,4.16,0,0,0,,464,14.5,3.99,4.25,Debit Card
2026-01-10,22:43:40,CNR9708023945,Success,CUS23752,Cab Premium,Hasanpura,Narayan Singh Circle,6.93,11.41,0,0,0,,670,9.92,4.92,4.35,Credit Card
2026-01-16,09:05:39,CNR6868857578,Cancelled by Driver,CUS55164,Cab Priority,Raja Park,Ajmer Road,,,0,1,0,,324,,,,UPI
2026-01-31,12:43:37,CNR1557578745,Cancelled by Driver,CUS39150,Cab XL,Vaishali Nagar,Tonk Road,,,0,1,0,,929,,,,Wallet
2026-01-15,20:04:37,CNR4319659353,Cancelled by Driver,CUS73333,Auto,Patrakar Colony,Lal Kothi,,,0,1,0,,257,,,,UPI
2026-01-11,01:50:49,CNR3608834105,Success,CUS52882,Auto,Govindpuri,Pratap Nagar,9.67,5.57,0,0,0,,324,10.2,4.52,3.9,Cash
2026-01-27,00:39:54,CNR8778047883,Success,CUS59218,Cab Priority,Hasanpura,Chandpole,11.71,6.27,0,0,0,,294,6.08,4.41,4.03,Debit Card
2026-01-25,22:18:37,CNR8049985394,Cancelled by Customer,CUS15724,Cab XL,Ghat Gate,Tilak Nagar,,,1,0,0,,472,,,,Wallet
2026-01-10,12:51:02,CNR5681131817,Success,CUS20614,Cab XL,Shyam Nagar,JLN Marg,2.94,13.55,0,0,0,,749,9.94,4.11,3.71,Net Banking
2026-01-08,01:09:41,CNR5034914148,Cancelled by Customer,CUS75468,Auto,Jawahar Nagar,VKI Area,,,1,0,0,,877,,,,Net Banking
2026-01-08,06:22:36,CNR5872217274,Success,CUS22955,Cab Priority,Lal Kothi,Sitapura,10.62,14.52,0,0,0,,422,4.84,3.59,3.93,Credit Card
2026-01-14,22:55:07,CNR9990754469,Incomplete,CUS29918,Cab Economy,Sodala,Gopalpura,,,0,0,1,Customer Demand,465,,,,UPI
2026-01-24,23:34:43,CNR7728122396,Success,CUS45500,Cab Economy,C-Scheme,Sitapura,5.69,12.39,0,0,0,,976,12.99,4.38,3.64,Debit Card
2026-01-05,09:27:53,CNR7747982457,Incomplete,CUS29398,Auto,Hasanpura,Vaishali Nagar,,,0,0,1,Vehicle Breakdown,337,,,,UPI
2026-01-06,03:12:16,CNR7728175229,Success,CUS12563,Cab Premium,Kukas,Hasanpura,6.18,7.28,0,0,0,,919,13.35,3.73,4.32,Credit Card
2026-01-31,23:06:02,CNR5845930948,Success,CUS64016,Bike,Durgapura,Kalwar Road,10.31,12.26,0,0,0,,191,7.03,3.77,4.39,Wallet
2026-01-04,17:35:22,CNR5514255251,Success,CUS92864,Cab XL,Sawai Ram Singh Road,Pratap Nagar,6.99,7.56,0,0,0,,101,12.27,4.75,4.42,UPI
2026-01-27,09:38:54,CNR1131059990,Incomplete,CUS47328,Bike,Sanganer,Gopalpura,,,0,0,1,Vehicle Breakdown,168,,,,Credit Card
2026-01-01,08:15:34,CNR8604150021,Success,CUS39259,Cab Premium,Mansarovar,Lal Kothi,8.27,13.09,0,0,0,,1063,1.92,4.51,4.79,UPI
2026-01-19,13:15:45,CNR5120084891,Success,CUS12629,Cab Economy,Vaishali Nagar,Chitrakoot,10.97,4.45,0,0,0,,251,9.31,4.93,3.93,Cash
2026-01-23,22:55:55,CNR5800062067,Success,CUS18958,Cab XL,Malviya Nagar,Triveni Nagar,7.78,13.13,0,0,0,,632,5.23,4.52,4.15,UPI
2026-01-05,07:12:29,CNR8313566745,Success,CUS56913,Bike,Adarsh Nagar,Raja Park,6.08,6.56,0,0,0,,704,3.42,3.82,3.64,Wallet
2026-01-16,22:58:30,CNR3441729716,Success,CUS27173,Bike,Sawai Ram Singh Road,Sanganer,5.18,4.67,0,0,0,,172,11.6,3.52,4.54,UPI
2026-01-03,04:37:08,CNR4840950313,Cancelled by Driver,CUS41614,Cab Premium,Triveni Nagar,Transport Nagar,,,0,1,0,,777,,,,Debit Card
2026-01-21,05:23:00,CNR4500483188,Success,CUS35177,Cab Economy,Sindhi Camp,Transport Nagar,2.65,7.1,0,0,0,,120,15.63,4.08,4.15,Wallet
2026-01-02,04:25:26,CNR9020796930,Cancelled by Driver,CUS23332,Cab XL,Kukas,Khatipura,,,0,1,0,,841,,,,Net Banking
2026-01-02,05:08:43,CNR9090815204,Success,CUS45993,Cab Premium,Nirman Nagar,Kalwar Road,6.29,4.65,0,0,0,,324,17.88,4.23,4.29,Wallet
2026-01-12,22:26:05,CNR5194131726,Success,CUS32244,Cab XL,Brahmpuri,Bapu Nagar,5.55,6.39,0,0,0,,250,15.89,3.5,4.53,Wallet
2026-01-07,11:41:47,CNR7182803779,Success,CUS84781,Bike,Ramganj,VKI Area,8.63,14.58,0,0,0,,181,11.3,4.08,3.69,UPI
2026-01-13,03:05:31,CNR5568501229,Success,CUS17804,Cab Priority,Subhash Chowk,Sindhi Camp,8.27,4.75,0,0,0,,865,8.72,4.14,3.56,UPI
2026-01-30,07:55:51,CNR9734621456,Success,CUS34433,Cab XL,Bani Park,Raja Park,10.76,7.52,0,0,0,,379,3.77,4.46,3.96,Net Banking
2026-01-04,23:13:53,CNR5372128682,Success,CUS44382,Bike,Triveni Nagar,Sanganer,9.8,4.48,0,0,0,,617,7.12,4.04,3.72,Cash
2026-01-24,09:18:26,CNR9955764590,Success,CUS23926,Cab Premium,JLN Marg,Gopalpura,5.21,5.46,0,0,0,,172,1.55,4.16,4.82,Cash
2026-01-28,03:10:48,CNR1415100971,Cancelled by Driver,CUS65387,Cab XL,Sawai Ram Singh Road,Malviya Nagar,,,0,1,0,,255,,,,Debit Card
2026-01-25,07:10:40,CNR5390078026,Success,CUS48794,Auto,Patrakar Colony,Sitapura,3.22,10.65,0,0,0,,851,13.02,3.7,4.45,Wallet
2026-01-13,03:22:45,CNR9367927351,Success,CUS55509,Cab Premium,Sitapura,Chandpole,8.84,3.25,0,0,0,,227,11.78,4.27,4.6,Debit Card
2026-01-09,11:35:50,CNR7433326182,Cancelled by Driver,CUS35208,Cab XL,Tonk Road,Shyam Nagar,,,0,1,0,,390,,,,Cash
2026-01-07,18:20:36,CNR8475846524,Success,CUS50021,Cab Economy,JLN Marg,Brahmpuri,11.06,13.88,0,0,0,,485,7.32,4.54,3.72,Debit Card
2026-01-22,08:26:13,CNR8073696635,Success,CUS17000,Cab Priority,Lal Kothi,Adarsh Nagar,7.25,10.67,0,0,0,,216,6.03,4.12,4.89,Net Banking
2026-01-27,14:28:25,CNR2255845966,Success,CUS38736,Cab Priority,Hasanpura,Pratap Nagar,10.63,14.24,0,0,0,,1323,13.63,3.68,4.59,Wallet
2026-01-19,14:11:33,CNR7766166777,Success,CUS71284,Auto,Transport Nagar,Tonk Road,7.06,10.49,0,0,0,,296,17.74,3.92,4.53,UPI
2026-01-23,13:34:41,CNR1213335587,Success,CUS22336,Auto,Bani Park,Pratap Nagar,2.18,9.13,0,0,0,,776,7.32,4.56,4.93,Net Banking
2026-01-27,03:34:02,CNR4644185096,Success,CUS83288,Cab Economy,Barkat Nagar,Gopalpura,10.71,5.97,0,0,0,,772,8.6,3.96,3.71,UPI
2026-01-27,00:45:25,CNR3774643887,Cancelled by Customer,CUS43085,Auto,Tonk Road,Adarsh Nagar,,,1,0,0,,410,,,,Wallet
2026-01-13,20:58:02,CNR2347953263,Success,CUS31101,Bike,Pratap Nagar,Malviya Nagar,8.81,7.76,0,0,0,,869,17.31,4.36,3.8,Net Banking
2026-01-07,13:58:50,CNR3108473205,Success,CUS43910,Cab Priority,Ramganj,Vaishali Nagar,4.85,4.28,0,0,0,,371,8.28,4.68,4.47,Cash
2026-01-04,16:54:13,CNR8625405025,Success,CUS98391,Cab XL,Ajmer Road,Subhash Chowk,2.44,6.12,0,0,0,,335,6.81,4.97,4.55,Credit Card
2026-01-07,04:59:34,CNR6131079164,Incomplete,CUS56315,Cab Premium,Subhash Chowk,Murlipura,,,0,0,1,Customer Demand,533,,,,Wallet
2026-01-16,19:42:05,CNR2200353813,Success,CUS79692,Cab Economy,Shyam Nagar,Narayan Singh Circle,8.26,6.75,0,0,0,,257,11.12,3.83,4.86,Wallet
2026-01-10,23:02:19,CNR9922556746,Success,CUS68991,Cab Priority,Subhash Chowk,Mahesh Nagar,9.96,10.1,0,0,0,,711,9.38,4.73,4.11,Cash
2026-01-17,05:12:41,CNR8676258250,Success,CUS16486,Cab Economy,Kukas,Murlipura,10.64,11.49,0,0,0,,1114,14.41,3.76,3.6,Net Banking
2026-01-25,05:52:19,CNR3902960332,Cancelled by Customer,CUS15498,Cab Economy,Chandpole,Durgapura,,,1,0,0,,821,,,,Credit Card
2026-01-04,08:56:07,CNR8455893327,Cancelled by Customer,CUS27983,Auto,Subhash Chowk,Shastri Nagar,,,1,0,0,,183,,,,Cash
2026-01-13,17:28:03,CNR3533274565,Success,CUS21437,Auto,Triveni Nagar,Kukas,9.59,11.96,0,0,0,,404,13.55,4.39,4.09,Credit Card
2026-01-14,13:12:32,CNR6486269744,Success,CUS52662,Cab Priority,Durgapura,Tonk Road,8.93,13.39,0,0,0,,865,8.73,4.62,4.13,Net Banking
2026-01-15,07:58:09,CNR4732915151,Success,CUS34754,Cab Economy,Transport Nagar,Khatipura,8.42,5.68,0,0,0,,216,14.97,4.92,4.35,Credit Card
2026-01-11,20:47:10,CNR9024802809,Cancelled by Driver,CUS11213,Cab Economy,MI Road,Barkat Nagar,,,0,1,0,,328,,,,Credit Card
2026-01-10,01:23:51,CNR1289995955,Incomplete,CUS84595,Cab Premium,Sanganer,Adarsh Nagar,,,0,0,1,Vehicle Breakdown,97,,,,UPI
2026-01-14,11:11:50,CNR8692017992,Incomplete,CUS55146,Cab Premium,Ajmer Road,Hasanpura,,,0,0,1,Customer Demand,610,,,,Credit Card
2026-01-30,03:19:22,CNR2235526017,Cancelled by Driver,CUS37511,Bike,Murlipura,Amer,,,0,1,0,,223,,,,UPI
2026-01-28,09:51:31,CNR8299888137,Cancelled by Driver,CUS53184,Bike,Tonk Road,Lal Kothi,,,0,1,0,,929,,,,Cash
2026-01-02,19:38:47,CNR5584781455,Success,CUS79449,Cab XL,Pratap Nagar,VKI Area,11.2,12.11,0,0,0,,600,7.08,4.92,3.64,UPI
2026-01-27,03:46:13,CNR7759592611,Success,CUS71570,Cab XL,Civil Lines,Shastri Nagar,2.51,13.71,0,0,0,,344,4.06,3.79,4.2,Credit Card
2026-01-17,12:17:42,CNR8322362455,Cancelled by Driver,CUS28821,Cab XL,Gopalpura,Chitrakoot,,,0,1,0,,440,,,,Cash
2026-01-19,11:43:10,CNR2045195432,Success,CUS80623,Bike,Chandpole,Chitrakoot,9.71,3.53,0,0,0,,659,5.8,4.18,4.4,UPI
2026-01-29,05:15:47,CNR1255319524,Success,CUS16452,Auto,Shyam Nagar,Sitapura,8.59,14.26,0,0,0,,300,15.59,3.6,3.99,UPI
2026-01-05,01:22:28,CNR3895974119,Cancelled by Driver,CUS97242,Cab Economy,Brahmpuri,Bani Park,,,0,1,0,,392,,,,Cash
2026-01-27,02:16:55,CNR7524644080,Success,CUS37932,Cab Priority,Malviya Nagar,Bani Park,10.42,6.77,0,0,0,,979,3.95,3.89,3.96,Net Banking
2026-01-31,13:26:26,CNR9967851795,Success,CUS88743,Cab Economy,Mahesh Nagar,Pratap Nagar,6.64,7.17,0,0,0,,480,17.59,3.98,3.95,Cash
2026-01-11,21:46:28,CNR2089330691,Cancelled by Customer,CUS14079,Cab XL,Vaishali Nagar,Malviya Nagar,,,1,0,0,,446,,,,Cash
2026-01-23,16:16:43,CNR6266324930,Success,CUS69253,Cab Economy,C-Scheme,Ajmer Road,2.55,14.58,0,0,0,,478,11.64,3.55,4.24,Cash
2026-01-10,14:53:50,CNR2986278246,Incomplete,CUS79226,Cab Priority,JLN Marg,Mansarovar,,,0,0,1,Vehicle Breakdown,442,,,,Cash
2026-01-30,09:38:54,CNR5573781871,Success,CUS80778,Auto,Malviya Nagar,Murlipura,6.2,9.34,0,0,0,,193,13.42,4.15,4.81,UPI
2026-01-06,00:12:41,CNR2282023153,Cancelled by Customer,CUS80090,Bike,Durgapura,Shyam Nagar,,,1,0,0,,338,,,,Credit Card
2026-01-30,07:51:26,CNR4015102264,Success,CUS55476,Cab Premium,Chitrakoot,Tonk Road,7.56,4.32,0,0,0,,321,3.41,4.76,4.1,Debit Card
2026-01-02,02:22:10,CNR9593308410,Success,CUS52147,Cab Premium,Hasanpura,Lal Kothi,10.54,12.19,0,0,0,,495,2.52,4.45,3.9,Cash
2026-01-14,04:35:51,CNR7560096749,Success,CUS32699,Auto,Narayan Singh Circle,Jawahar Nagar,4.97,9.19,0,0,0,,344,13.03,4.96,3.97,Debit Card
2026-01-25,15:23:54,CNR1479909149,Cancelled by Driver,CUS37022,Auto,Vidhyadhar Nagar,Civil Lines,,,0,1,0,,428,,,,UPI
2026-01-31,11:45:29,CNR3109543505,Cancelled by Customer,CUS59960,Cab Priority,Amer,Tilak Nagar,,,1,0,0,,465,,,,Cash
2026-01-14,17:20:55,CNR7199831839,Success,CUS19261,Cab XL,Sitapura,JLN Marg,6.21,3.38,0,0,0,,577,2.18,4.32,4.89,Cash
2026-01-10,19:53:48,CNR5249021930,Success,CUS70858,Cab XL,Sindhi Camp,Hasanpura,5.73,9.4,0,0,0,,490,9.56,4.68,4.45,Wallet
2026-01-09,10:25:38,CNR7809793925,Cancelled by Driver,CUS17877,Cab XL,Bani Park,Sawai Ram Singh Road,,,0,1,0,,155,,,,Wallet
